"152"	"1822,534,195,1107,235,1766,108"
"154"	"85,1024,1025,157,1852,963"
"158"	"515,1882,286,1517,540,1516,1806,1439,66,1320,821,1313,1913,1928,1141,492,1067"
"159"	"90,664"
"160"	"1791,1439,1138,90,690,839,644,281,691"
"161"	"1910,1743,743,1939,303"
"164"	"1836,1834,1835"
"165"	"276,277"
"166"	"841,842"
"168"	"1238,1239,1966,705,1827,1959"
"169"	"1238,1708,1239,287,30,412"
"170"	"1675,1966,705,13,1827,1959"
"171"	"1340,1339,1194"
"175"	"154,207,515,1774,1908,1792,1882,1309,403,1417,164,286,1009,617,1335,766,1791,1029,23,1116,1881,300,958,536,227,1350,682,1517,1789,1436,540,397,799,983,1118,1654,940,689,1573,1516,202,1447,1910,156,980,497,1563,1415,841,1622,979,1238,643,1806,1434,1214,165,206,1175,222,449,1137,167,1312,354,1439,66,1406,1538,820,407,1320,56,1161,1505,152,1257,1094,1363,1490,821,1496,1153,1138,263,101,204,1340,557,90,1239,1805,842,1537,944,1313,1913,1117,119,679,1429,1606,1339,1926,358,1566,1532,664,1157,1427,891,879,683,849,1743,260,695,1256,690,1054,1491,959,102,59,945,456,1178,1331,1911,1695,1467,1873,939,1942,521,839,737,1422,1845,982,1773,258,681,205,1681,805,644,433,1928,749,1721,288,1194,871,301,1018,1141,1772,1821,199,1747,1965,1507,232,759,1502,492,740,1399,191,714,780,389,1067,691"
"176"	"766,643,165,167,354,1496,879,695,1491,1422,1681,1772"
"177"	"1792,799,983,1175,449,820,56,944,119,945,456,1331,1873,749,1018,199,1502"
"178"	"1175,820,56,944,1018,199"
"179"	"356,1572,171"
"181"	"1066,274,1305,1840,1306"
"182"	"583,1902"
"183"	"1142,330,331"
"185"	"349,350"
"189"	"1841,1558"
"190"	"835,169,1841,1558"
"191"	"1489,1756,1513,1311,835,169,721,1841,1556,591,1558,1555"
"192"	"169,721"
"194"	"458,1042,227,1300,474,1877,1173,1540,303"
"195"	"1568,63,1570,1569"
"200"	"954,1930"
"202"	"295,296"
"203"	"1626,1697"
"204"	"689,730,1747"
"205"	"458,1042,1300,474,255,520,303"
"206"	"1916,284,1837,678,719,1261"
"208"	"1661,1703"
"211"	"1906,904,1562"
"212"	"1557,1275,193,775,14,1276,1424,391,1463,1915,422,194,622,16,380,126,1261,479"
"213"	"1489,1513,1311,721,494,1359,1678,1074,591,1261"
"215"	"1225,807"
"218"	"786,1529,787,21,1916,401,907,284,723,1807,99,746,684,908,1837,347,1148,1219,806,1019,1370,1171,1465,719,1466,1561,1735,361,1261,1660,1593,103"
"222"	"1326,648"
"225"	"781,1234,782,783,857,858"
"226"	"1322,1323"
"230"	"150,608,151"
"231"	"1952,1438"
"232"	"994,1642,996"
"234"	"605,848,544"
"235"	"861,667,916"
"236"	"120,1237,1848,121"
"237"	"887,888"
"238"	"1128,866,867,153,765,1215,1292"
"239"	"1932,1282,754,716,1077,1426,606,1724,1725,589,717"
"240"	"458,481,378,1226,1919,776,1179,658,482"
"241"	"1557,1275,193,775,14,1276,391,478,1463,1915,422,194,550,622,16,380,126,704,479"
"242"	"1906,904,1562"
"243"	"1906,895,1562,896"
"244"	"1439,821,1313,690,691"
"245"	"1773,871"
"246"	"1329,477"
"249"	"562,563,564"
"250"	"1897,141,1896"
"251"	"786,787,99,1148,1660"
"252"	"1066,274,1305,452,1840,1306"
"253"	"1769,1770"
"255"	"313,459"
"256"	"1175,820,56,944,1018,199"
"257"	"1675,398,1966,705,1827,1959,1676"
"259"	"297,503,1626,949,559,566,662"
"260"	"1497,1032,432,505,752,513,425,26,1658,463,1567,173,836,977,372,1633,506,837"
"262"	"1032,752,513,425,173,836,372,837"
"263"	"458,1557,1906,1275,1489,193,481,775,1066,378,1513,1311,14,274,1305,1276,391,904,721,478,1226,1463,1915,418,1119,1700,422,494,1359,1678,194,1074,591,622,16,380,658,482,126,1120,1562,1840,1261,1306,704,479"
"265"	"207,515,1882,1791,1881,940,202,497,1806,1214,206,1312,1439,66,1094,821,1138,90,1805,1313,690,839,205,805,644,1141,1821,191,1067,691"
"267"	"1009,1335,1434,1406,679,1681"
"268"	"1335,1406"
"270"	"1009,1406,679,1681"
"274"	"21,1370,361"
"277"	"1059,408,409,325"
"279"	"1003,345"
"280"	"1659,1218"
"281"	"861,667,916"
"282"	"507,1828,618,1332"
"288"	"1475,45,47,1815,967"
"289"	"207,515,1882,1881,202,497,1806,206,1439,66,1805,690,205,1141,1821,191,1067,691"
"290"	"1489,1513,1311,835,169,721,1712,1841,1556,591,1558"
"291"	"844,742,1247"
"292"	"85,1024,1025,157,963"
"294"	"907,1807,746,908,1219,1261,1593"
"296"	"876,785"
"297"	"711,466,746,467,1561"
"302"	"1075,1076"
"303"	"219,221,1290,1518"
"304"	"219,221,1290,1518,1861"
"305"	"1767,181"
"309"	"1115,236,657"
"310"	"226,953"
"312"	"767,1471"
"314"	"12,13"
"315"	"89,1897,1413,141,1896"
"318"	"68,318,348,469,316"
"322"	"940,1439,821,1913,1467,492"
"323"	"617,1335,536,1910,101,849,1743,102,1911,982,301"
"325"	"1708,287,30"
"327"	"355,35"
"328"	"298,588"
"329"	"21,1735,103"
"330"	"1961,1962"
"334"	"503,1626,949"
"336"	"466,467"
"338"	"1402,547,1631"
"340"	"1142,330"
"341"	"274,1305,1840"
"343"	"23,378,233,776,1179"
"346"	"133,140,139,872"
"347"	"1026,170"
"348"	"1776,997,1030,942,1031,757,639,38,455,938,1012,1007,113,590,677,176,817,1351,1136,1013,1522,1659,1960,173,1860,484,1775,39,1586,818,70,114,41,569,269,1218"
"350"	"507,1828,618,572,1332"
"351"	"960,1411,961"
"353"	"764,385,176,212"
"354"	"1906,904,1562"
"355"	"1906,1871,1515,196,411,1872,895,1562,896"
"356"	"1489,1513,1311,721,494,1359,1678,1074,591,1261"
"357"	"835,169,1841,1785"
"358"	"743,555,694"
"359"	"1066,274,1305,1840,1306"
"360"	"1286,764,1349,278,1132,1296"
"361"	"154,207,403,286,1791,23,1881,1517,540,940,1516,202,156,497,1563,1806,206,1137,1312,1439,66,1538,1320,1094,821,1138,90,1805,1537,1313,1913,1606,664,1427,690,1054,59,1467,939,839,205,805,644,1928,1141,1821,759,492,191,389,691"
"362"	"1439,1094,690,1141,191,691"
"363"	"940,1312,1439,821,1313,690,805,1141,691"
"364"	"1791,1138,90,839,644"
"365"	"207,202,1806,206,1805,205"
"367"	"207,682,202,1806,1214,206,1505,683,205"
"368"	"1669,1442"
"372"	"1792,799,983,945,456,1331,1873,749,1502"
"373"	"1175,820,56,944,1018,199"
"374"	"1578,1579"
"376"	"734,585,575"
"378"	"1908,766,1029,958,1350,397,689,1447,980,979,643,165,222,167,354,1161,1363,1490,1496,557,358,1157,891,879,260,695,1491,959,1695,1422,1681,1772,1747,232,740"
"379"	"734,585"
"380"	"1158,1058"
"382"	"1907,437,1269"
"383"	"1932,1282,426,428,754,716,1077,1426,560,1065,1128,1724,866,1725,867,765,589,1215,1292,717"
"384"	"1128,866,867,765,1215,1292"
"385"	"1908,1792,1309,766,1029,300,958,1350,1789,1436,397,799,983,1654,689,1447,980,841,1622,979,1238,643,165,1175,222,449,167,354,820,56,1161,152,1257,1363,1490,1496,1153,1340,557,1239,842,944,119,1339,1926,358,1566,1532,1157,891,879,260,695,1491,959,945,456,1331,1695,1873,1942,521,737,1422,258,1681,433,749,1721,288,1194,1018,1772,199,1747,1965,1507,232,1502,740,780"
"386"	"204,972,1195"
"387"	"1467,492"
"388"	"1822,844,534,195,1107,235,543,1766,108"
"389"	"1238,1239"
"390"	"1708,287,30"
"391"	"1675,398,1966,705,1959"
"394"	"994,1642,995,996"
"398"	"453,1720,8,109,1936,476,139,11,9,1396,362,211,61,176,1883,282,1033,10,217,489,1274,436,212,1364,1693,1185,340,283"
"399"	"1925,1923,556,1924,891,1370,541,542"
"402"	"754,1426,1724,589"
"403"	"1932,1282,716,1077,1725,717"
"404"	"1807,746,1019,1171,1561,1593"
"405"	"1889,1761"
"406"	"423,1763,1762"
"407"	"19,529,1240"
"408"	"723,347"
"409"	"1936,362,1364"
"410"	"1883,1185"
"411"	"1774,1417,766,227,1118,1415,204,1256,1773,871"
"414"	"1102,402"
"416"	"1916,284,1837,719,1261"
"418"	"1529,401,684,806,1465,719,1466"
"420"	"1275,193,1276,1463,1915,194"
"421"	"458,481,378,1226,658,482"
"427"	"1128,867,765,1215"
"428"	"866,1292"
